"","TR"
"7130",50.6
"7131",50.67
"7132",50.75
"7133",50.55
"7134",50.07
"7135",50.35
"7136",49.33
"7137",49.17
"7138",49.4
"7139",50.56
"7140",50.54
"7141",51.41
"7142",51.34
"7143",50.84
"7144",50.99
"7145",51.33
"7146",51.69
"7147",51.68
"7148",51.46
"7149",51.3
"7150",52.15
"7151",52.28
"7152",52.09
"7153",52.5
"7154",51.62
"7155",51.83
"7156",51.55
"7157",52.11
"7158",52.17
"7159",52.35
"7160",52.91
"7161",53
"7162",53.01
"7163",52.59
"7164",51.77
"7165",51.93
"7166",51.29
"7167",51.67
"7168",51.92
"7169",52.23
"7170",52.37
"7171",51.87
"7172",51.63
"7173",51.65
"7174",52.68
"7175",51.14
"7176",51.12
"7177",50.95
"7178",50.11
"7179",50.25
"7180",51.02
"7181",51.12
"7182",50.83
"7183",50.35
"7184",50.55
"7185",49.65
"7186",49.6
"7187",49.35
"7188",49.67
"7189",48.28
"7190",48.12
"7191",48.11
"7192",48.26
"7193",47.29
"7194",47.21
"7195",46.8
"7196",47.66
"7197",46.63
"7198",46.97
"7199",46.55
"7200",46.13
"7201",45.65
"7202",46.79
"7203",47.33
"7204",47.32
"7205",47.4
"7206",48.04
"7207",48.19
"7208",47.04
"7209",47.28
"7210",46.45
"7211",47.52
"7212",48.27
"7213",47.7
"7214",47.48
"7215",46.93
"7216",48.18
"7217",48.42
"7218",47.6
"7219",48.68
"7220",49.09
"7221",48.55
"7222",48.5
"7223",48.79
"7224",48.96
"7225",48.24
"7226",47.78
"7227",48.06
"7228",48.13
"7229",48.68
"7230",47.73
"7231",47.91
"7232",48.34
"7233",49.07
"7234",48.44
"7235",48.21
"7236",48.1
"7237",46.71
"7238",46.89
"7239",47.75
"7240",46.09
"7241",46.44
"7242",47
"7243",47.18
"7244",45
"7245",45.81
"7246",43.7
"7247",45.65
"7248",47.6
"7249",45.69
"7250",44.99
"7251",44.84
"7252",45.63
"7253",45.69
"7254",41.86
"7255",43.94
"7256",43.72
"7257",41.84
"7258",41.2
"7259",39.53
"7260",37.26
"7261",36.81
"7262",34.05
"7263",33.8
"7264",37.64
"7265",37.32
"7266",33.95
"7267",35.39
"7268",35.24
"7269",36.88
"7270",35.77
"7271",33.64
"7272",33.8
"7273",32.66
"7274",31.54
"7275",34.7
"7276",34.56
"7277",35.56
"7278",36.22
"7279",36.15
"7280",37.49
"7281",35.55
"7282",33.82
"7283",34.76
"7284",34.25
"7285",33.47
"7286",31.72
"7287",33.92
"7288",32.44
"7289",31.65
"7290",31.88
"7291",29.84
"7292",27.79
"7293",29.51
"7294",31.45
"7295",31.73
"7296",32.98
"7297",33.32
"7298",30.26
"7299",31.51
"7300",32.32
"7301",31.35
"7302",32.53
"7303",33.81
"7304",33.04
"7305",33.5
"7306",32.45
"7307",32.8
"7308",32.3
"7309",34.01
"7310",33.79
"7311",33.1
"7312",33.23
"7313",32.6
"7314",32.31
"7315",32.47
"7316",32.69
"7317",32.49
"7318",33.32
"7319",33.9
"7320",34.93
"7321",34.84
"7322",35.18
"7323",34.13
"7324",34.3
"7325",33.52
"7326",32.72
"7327",32.84
"7328",31.71
"7329",31.84
"7330",32.1
"7331",30.35
"7332",31.67
"7333",31.14
"7334",31.31
"7335",31.49
"7336",31.84
"7337",32.93
"7338",31.83
"7339",31.13
"7340",31.16
"7341",31.6
"7342",31.41
"7343",31.91
"7344",32.82
"7345",32.84
"7346",31.29
"7347",31.53
"7348",31.61
"7349",31.33
"7350",29.92
"7351",29.82
"7352",29.46
"7353",29.13
"7354",28.1
"7355",29.25
"7356",28.92
"7357",28.47
"7358",27.89
"7359",26.54
"7360",26.35
"7361",27.01
"7362",25.83
"7363",25.87
"7364",25.6
"7365",27.26
"7366",27.33
"7367",28.49
"7368",28.69
"7369",28.53
"7370",29.46
"7371",30.11
"7372",29.77
"7373",29.15
"7374",31.22
"7375",30.54
"7376",30.86
"7377",31.68
"7378",30.98
"7379",29.91
"7380",30.32
"7381",30.81
"7382",31.77
"7383",32.12
"7384",31.82
"7385",31.03
"7386",31.44
"7387",32.71
"7388",32.78
"7389",32.1
"7390",32.5
"7391",33.06
"7392",33.25
"7393",31.78
"7394",32.5
"7395",32.3
"7396",32.54
"7397",33.14
"7398",32.79
"7399",32.74
"7400",33.53
"7401",33.51
"7402",33.66
"7403",34.83
"7404",34.7
"7405",35.23
"7406",34.71
"7407",35.6
"7408",34.86
"7409",34.75
"7410",33.74
"7411",34.12
"7412",33.76
"7413",34.84
"7414",34.8
"7415",34.64
"7416",34.06
"7417",33.99
"7418",34.95
"7419",34.31
"7420",34.79
"7421",35.28
"7422",36.25
"7423",36.35
"7424",35.84
"7425",36.28
"7426",36.2
"7427",36.12
"7428",36.29
"7429",36.15
"7430",36.39
"7431",36.42
"7432",35.55
"7433",35.07
"7434",35.02
"7435",35.29
"7436",35.41
"7437",34.3
"7438",34.34
"7439",34.61
"7440",35.35
"7441",35.37
"7442",35.66
"7443",35.41
"7444",35.6
"7445",34.57
"7446",34.58
"7447",33.9
"7448",33.83
"7449",33.95
"7450",33.83
"7451",34.67
"7452",34.87
"7453",35.92
"7454",36.25
"7455",36.22
"7456",36.65
"7457",36.77
"7458",36.79
"7459",37.67
"7460",37.8
"7461",37.93
"7462",37.84
"7463",37.65
"7464",38.12
"7465",38.14
"7466",38.77
"7467",38.91
"7468",38.82
"7469",38.57
"7470",39.14
"7471",39.01
"7472",38.5
"7473",38.97
"7474",39.23
"7475",38.86
"7476",37.9
"7477",38.32
"7478",38.58
"7479",39
"7480",39.73
"7481",39.7
"7482",39.8
"7483",39.8
"7484",39.91
"7485",39.85
"7486",39.51
"7487",38.62
"7488",38.49
"7489",38.84
"7490",39.35
"7491",39.73
"7492",40.08
"7493",40.51
"7494",40.47
"7495",40.75
"7496",40.92
"7497",41.58
"7498",41.45
"7499",41.55
"7500",41.42
"7501",41.72
"7502",41.28
"7503",40.83
"7504",40.58
"7505",41.34
"7506",41.27
"7507",41.11
"7508",40.02
"7509",39.83
"7510",40.44
"7511",41
"7512",41.12
"7513",41.46
"7514",41.71
"7515",41.87
"7516",41.76
"7517",42.49
"7518",42.65
"7519",42.28
"7520",42.68
"7521",42.38
"7522",41.99
"7523",42.44
"7524",41.92
"7525",41.43
"7526",41.24
"7527",40.35
"7528",41.26
"7529",40.1
"7530",40.32
"7531",40.5
"7532",40.51
"7533",41.33
"7534",41.41
"7535",42.32
"7536",42.3
"7537",42.53
"7538",42.06
"7539",42.32
"7540",42.98
"7541",43.02
"7542",42.99
"7543",42.37
"7544",42.24
"7545",42.8
"7546",42.76
"7547",42.95
"7548",42.19
"7549",42.35
"7550",42.89
"7551",42.96
"7552",42.59
"7553",42.89
"7554",42.79
"7555",42.38
"7556",42.52
"7557",42.74
"7558",42.92
"7559",43.27
"7560",43.05
"7561",43.14
"7562",42.64
"7563",42.92
"7564",43.37
"7565",43.56
"7566",43.71
"7567",43.95
"7568",43.99
"7569",43.93
"7570",43.93
"7571",43.49
"7572",44.22
"7573",44.35
"7574",44.4
"7575",44.59
"7576",44.73
"7577",44.78
"7578",44.33
"7579",44.72
"7580",44.83
"7581",44.34
"7582",44.9
"7583",44.46
"7584",43.67
"7585",42.72
"7586",42.89
"7587",42.69
"7588",42.93
"7589",42.42
"7590",42
"7591",42.59
"7592",43.12
"7593",42.89
"7594",41.54
"7595",41.67
"7596",41.32
"7597",41.85
"7598",41.79
"7599",42.24
"7600",42.22
"7601",42.98
"7602",43.18
"7603",43.47
"7604",43.58
"7605",43.54
"7606",43.01
"7607",43.42
"7608",43.36
"7609",43.41
"7610",43.91
"7611",44.05
"7612",44.08
"7613",44.24
"7614",44.88
"7615",44.9
"7616",44.98
"7617",45.21
"7618",45.4
"7619",45.41
"7620",45.4
"7621",45.76
"7622",46.04
"7623",45.99
"7624",45.72
"7625",46
"7626",46.36
"7627",46.09
"7628",45.97
"7629",45.99
"7630",46.27
"7631",46.28
"7632",46.12
"7633",46.47
"7634",46.91
"7635",47.02
"7636",46.77
"7637",46.91
"7638",47.23
"7639",47.32
"7640",47.37
"7641",47.95
"7642",47.98
"7643",47.23
"7644",47.37
"7645",47.8
"7646",47.79
"7647",47.95
"7648",48.32
"7649",48.13
"7650",46.99
"7651",47.27
"7652",47.93
"7653",47.09
"7654",47.74
"7655",46.56
"7656",46.21
"7657",44.69
"7658",43.93
"7659",45.92
"7660",45.83
"7661",46.56
"7662",46.03
"7663",45.14
"7664",45.19
"7665",44.54
"7666",44.27
"7667",42.49
"7668",43.13
"7669",42.59
"7670",42.59
"7671",42.42
"7672",43.89
"7673",43.36
"7674",42.54
"7675",43.66
"7676",43.88
"7677",42.3
"7678",41.67
"7679",42.07
"7680",41.87
"7681",43.12
"7682",43.39
"7683",43.35
"7684",44.38
"7685",44.33
"7686",44.37
"7687",44.42
"7688",44.22
"7689",43.48
"7690",43.35
"7691",42.63
"7692",42.83
"7693",42.73
"7694",41.36
"7695",40.96
"7696",40.8
"7697",40.59
"7698",40.71
"7699",42.03
"7700",42.45
"7701",42.79
"7702",42.76
"7703",43.49
"7704",43.47
"7705",43.48
"7706",42.2
"7707",42.45
"7708",42.97
"7709",42.4
"7710",43.41
"7711",43.84
"7712",44.39
"7713",44.3
"7714",43.96
"7715",43.79
"7716",43.81
"7717",44.76
"7718",44.52
"7719",44.83
"7720",44.73
"7721",44.57
"7722",44.85
"7723",44.5
"7724",43.22
"7725",43
"7726",42.81
"7727",42.85
"7728",43.41
"7729",43.49
"7730",42.73
"7731",42.6
"7732",42.38
"7733",41.77
"7734",41.97
"7735",41.64
"7736",42.4
"7737",41.75
"7738",41.78
"7739",43.04
"7740",43.46
"7741",44.04
"7742",43.5
"7743",43.79
"7744",43.97
"7745",44.17
"7746",44.75
"7747",44.71
"7748",44.87
"7749",44.84
"7750",44.89
"7751",45.62
"7752",45.47
"7753",45.23
"7754",44.85
"7755",45.85
"7756",45.61
"7757",45.87
"7758",45.79
"7759",45.67
"7760",45.87
"7761",45.48
"7762",46.45
"7763",46.4
"7764",46.33
"7765",46.65
"7766",46.66
"7767",46.85
"7768",47.21
"7769",47.04
"7770",47.12
"7771",47.45
"7772",46.67
"7773",47.18
"7774",47.23
"7775",47.38
"7776",47.5
"7777",47.51
"7778",47.4
"7779",47.42
"7780",47.44
"7781",47.47
"7782",47.88
"7783",48.06
"7784",49.01
"7785",49.22
"7786",49.14
"7787",48.73
"7788",49
"7789",48.81
"7790",48.2
"7791",48.16
"7792",47.36
"7793",47.41
"7794",48.15
"7795",48.29
"7796",48.27
"7797",47.61
"7798",48.37
"7799",48.04
"7800",47.98
"7801",47.69
"7802",48.71
"7803",49.32
"7804",49.49
"7805",49.46
"7806",49.49
"7807",49.64
"7808",49.85
"7809",50.18
"7810",50.16
"7811",50.19
"7812",49.93
"7813",50.27
"7814",50.34
"7815",50.48
"7816",50.83
"7817",51
"7818",50.91
"7819",50.97
"7820",50.98
"7821",51.07
"7822",51.01
"7823",50.96
"7824",51.57
"7825",51.42
"7826",51.72
"7827",51.62
"7828",51.52
"7829",51.5
"7830",51.7
"7831",52.16
"7832",52.08
"7833",52.46
"7834",52.54
"7835",51.91
"7836",51.77
"7837",51.84
"7838",52.16
"7839",52.18
"7840",52.49
"7841",52.62
"7842",51.66
"7843",52.05
"7844",52.94
"7845",52.8
"7846",52.94
"7847",53.08
"7848",53.45
"7849",53.69
"7850",53.53
"7851",53.6
"7852",53.94
"7853",54.12
"7854",53.92
"7855",54.28
"7856",54.47
"7857",54.54
"7858",53.38
"7859",52.99
"7860",52.98
"7861",53.64
"7862",53.91
"7863",53.05
"7864",53.16
"7865",54.1
"7866",53.72
"7867",53.22
"7868",53.73
"7869",53.64
"7870",52.6
"7871",52.97
"7872",52.65
"7873",52.1
"7874",51.16
"7875",51.77
"7876",52.03
"7877",52.85
"7878",52.65
"7879",52.79
"7880",53.28
"7881",53.49
"7882",53.33
"7883",53.73
"7884",54.16
"7885",54.11
"7886",54.38
"7887",54.42
"7888",54.45
"7889",54.57
"7890",54.45
"7891",54.2
"7892",53.99
"7893",53.53
"7894",53.57
"7895",53.59
"7896",53.84
"7897",53.22
"7898",53.51
"7899",54.27
"7900",54.58
"7901",54.5
"7902",54.99
"7903",55.35
"7904",55.54
"7905",55.68
"7906",55.52
"7907",55.25
"7908",54.85
"7909",54.4
"7910",54.61
"7911",54.92
"7912",55.4
"7913",54.79
"7914",55.07
"7915",54.59
"7916",54.2
"7917",54.15
"7918",54.69
"7919",54.81
"7920",54.4
"7921",53.72
"7922",53.66
"7923",53.9
"7924",54.19
"7925",54.45
"7926",55.03
"7927",53.75
"7928",53.69
"7929",53.14
"7930",52.52
"7931",52.51
"7932",52.24
"7933",52.61
"7934",51.87
"7935",51.88
"7936",52.58
"7937",51.68
"7938",51.76
"7939",51.9
"7940",52.2
"7941",52.97
"7942",52.64
"7943",52.53
"7944",51.95
"7945",52.4
"7946",53.11
"7947",53.54
"7948",54.06
"7949",54.85
"7950",54.82
"7951",54.92
"7952",55.52
"7953",55.15
"7954",54.11
"7955",53.88
"7956",54.08
"7957",53.65
"7958",53.98
"7959",53.49
"7960",54.4
"7961",54.36
"7962",55.07
"7963",55.15
"7964",54.79
"7965",54.54
"7966",53.36
"7967",53.2
"7968",52.89
"7969",52.67
"7970",51.28
"7971",51.56
"7972",48.97
"7973",48.8
"7974",45.39
"7975",47.69
"7976",45.64
"7977",47.8
"7978",48.04
"7979",49.15
"7980",48.62
"7981",48.64
"7982",46.39
"7983",45.68
"7984",45.67
"7985",47.29
"7986",47.91
"7987",47.1
"7988",47.9
"7989",49.38
"7990",49.52
"7991",49.74
"7992",49.09
"7993",47.8
"7994",47.46
"7995",48.91
"7996",48.35
"7997",47.06
"7998",47.38
"7999",47.88
"8000",48.56
"8001",49.37
"8002",49.59
"8003",49.08
"8004",48.89
"8005",47.42
"8006",45.88
"8007",46.2
"8008",47.24
"8009",47.81
"8010",46.72
"8011",47.11
"8012",45.93
"8013",44.47
"8014",45.65
"8015",46.49
"8016",47.39
"8017",46.91
"8018",48.54
"8019",48.58
"8020",49.1
"8021",48.98
"8022",49.84
"8023",48.82
"8024",49.86
"8025",49.19
"8026",49.41
"8027",50.35
"8028",51.15
"8029",50.07
"8030",50.64
"8031",52.45
"8032",52.45
"8033",51.16
"8034",49.68
"8035",50.53
"8036",51.52
"8037",51.23
"8038",51.49
"8039",52.11
"8040",50.15
"8041",50.57
"8042",51.57
"8043",51.07
"8044",51.37
"8045",50.54
"8046",49.7
"8047",49.68
"8048",48.74
"8049",48.53
"8050",47.41
"8051",47.27
"8052",48.72
"8053",48.82
"8054",50.99
"8055",50.86
"8056",50.89
"8057",51.45
"8058",51.48
"8059",51.57
"8060",50.42
"8061",51.34
"8062",50.56
"8063",50.05
"8064",49.47
"8065",49.67
"8066",49.89
"8067",49.26
"8068",50.78
"8069",50.9
"8070",51.34
"8071",51.77
"8072",51.79
"8073",51.1
"8074",51.66
"8075",51.46
"8076",52.23
"8077",52.22
"8078",52.42
"8079",52.32
"8080",52.46
"8081",52.95
"8082",53.01
"8083",53.14
"8084",52.87
"8085",53.04
"8086",53.68
"8087",53.95
"8088",53.99
"8089",54.01
"8090",54.01
"8091",54.51
"8092",54.2
"8093",54.19
"8094",54.02
"8095",53.99
"8096",54.57
"8097",54.65
"8098",55.51
"8099",55.48
"8100",55.58
"8101",55.71
"8102",55.78
"8103",55.35
"8104",55.77
"8105",55.71
"8106",55.43
"8107",56.11
"8108",56.2
"8109",56.18
"8110",55.97
"8111",56.29
"8112",56.37
"8113",56.44
"8114",56.58
"8115",56.28
"8116",56.64
"8117",56.4
"8118",56.19
"8119",55.29
"8120",55.72
"8121",56.29
"8122",56.55
"8123",56.53
"8124",57.58
"8125",57.45
"8126",57.82
"8127",57.87
"8128",58.12
"8129",57.9
"8130",57.81
"8131",57.37
"8132",57.59
"8133",58.4
"8134",58.22
"8135",57.94
"8136",57.84
"8137",58.02
"8138",58.47
"8139",58.27
"8140",57.62
"8141",57.59
"8142",56.91
"8143",55.87
"8144",56.34
"8145",57.15
"8146",56.43
"8147",56.41
"8148",57.27
"8149",57.03
"8150",56.71
"8151",56.8
"8152",56.29
"8153",56.49
"8154",57.3
"8155",57.69
"8156",57.87
"8157",57.61
"8158",57.9
"8159",57.8
"8160",57.3
"8161",56.38
"8162",56.42
"8163",56.21
"8164",55.86
"8165",56.01
"8166",55.85
"8167",55.21
"8168",54.91
"8169",54.67
"8170",53.77
"8171",53.33
"8172",54.24
"8173",54.25
"8174",54.37
"8175",54.46
"8176",54.36
"8177",55
"8178",54.18
"8179",54.07
"8180",52.69
"8181",52.65
"8182",53.02
"8183",54.25
"8184",54.19
"8185",54.65
"8186",53.89
"8187",54.51
"8188",54.11
"8189",54.69
"8190",55.25
"8191",55.36
"8192",55.95
"8193",55.86
"8194",54.61
"8195",55.01
"8196",54.12
"8197",54.39
"8198",54.91
"8199",54.82
"8200",56.2
"8201",56.4
"8202",56.81
"8203",56.59
"8204",56.05
"8205",55.95
"8206",55.47
"8207",55.44
"8208",55.19
"8209",56.08
"8210",55.93
"8211",56.32
"8212",56.7
"8213",56.82
"8214",56.24
"8215",55.71
"8216",55.17
"8217",55.17
"8218",56.03
"8219",57.11
"8220",57.05
"8221",56.79
"8222",56.55
"8223",56.15
"8224",57.24
"8225",57.4
"8226",57.72
"8227",57.76
"8228",57.83
"8229",57.94
"8230",57.87
"8231",57.85
"8232",57.99
"8233",58.43
"8234",58.57
"8235",58.55
"8236",58.37
"8237",58.37
"8238",57.92
"8239",58.27
"8240",58.24
"8241",58.24
"8242",58.32
"8243",57.86
"8244",58.16
"8245",58.19
"8246",58.15
"8247",59.34
"8248",59.6
"8249",59.26
"8250",59.44
"8251",59.6
"8252",60.53
"8253",60.83
"8254",60.59
"8255",60.49
"8256",60.57
"8257",60.48
"8258",60.5
"8259",60.34
"8260",59.68
"8261",59.35
"8262",59.94
"8263",59.66
"8264",59.8
"8265",59.86
"8266",60.07
"8267",60.5
"8268",60.5
"8269",60.28
"8270",59.68
"8271",59.34
"8272",59.4
"8273",59.19
"8274",59.65
"8275",60.24
"8276",60.53
"8277",60.38
"8278",59.39
"8279",59.39
"8280",58.61
"8281",58.44
"8282",58.61
"8283",58.54
"8284",58.62
"8285",59.3
"8286",58.72
"8287",58.87
"8288",59.33
"8289",57.98
"8290",57.27
"8291",57.36
"8292",57.35
"8293",57.13
"8294",56.32
"8295",56.21
"8296",56.51
"8297",57.63
"8298",57.69
"8299",57.85
"8300",58.59
"8301",58.5
"8302",58.23
"8303",58.69
"8304",58.99
"8305",59.01
"8306",58.75
"8307",58.66
"8308",58.75
"8309",58.96
"8310",59.12
"8311",59.18
"8312",59.58
"8313",59.58
"8314",59.23
"8315",59.01
"8316",59.69
"8317",60.39
"8318",60.02
"8319",60.36
"8320",59.82
"8321",59.68
"8322",59.37
"8323",59.32
"8324",58.72
"8325",59.72
"8326",61.24
"8327",61.16
"8328",61.48
"8329",61.3
"8330",61.14
"8331",61.33
"8332",61.74
"8333",61.75
"8334",61.71
"8335",61.82
"8336",61.8
"8337",62.17
"8338",62.37
"8339",62.68
"8340",62.74
"8341",62.77
"8342",63.14
"8343",63.04
"8344",63.31
"8345",63.04
"8346",62.95
"8347",63.58
"8348",62.85
"8349",63.5
"8350",63.58
"8351",63.48
"8352",63.84
"8353",63.8
"8354",63.92
"8355",64
"8356",64.07
"8357",64
"8358",64.48
"8359",63.63
"8360",63.21
"8361",63.79
"8362",62.62
"8363",63
"8364",63.8
"8365",63.77
"8366",63.9
"8367",64.18
"8368",64.81
"8369",64.91
"8370",65.07
"8371",65.39
"8372",65.59
"8373",65.43
"8374",65.56
"8375",65.95
"8376",65.86
"8377",65.51
"8378",65.35
"8379",65.81
"8380",65.27
"8381",65.69
"8382",65.49
"8383",65.98
"8384",65.97
"8385",66.23
"8386",65.88
"8387",66.11
"8388",65.37
"8389",65.67
"8390",65.42
"8391",65.87
"8392",66.06
"8393",66.9
"8394",67.13
"8395",66.94
"8396",65.3
"8397",66.25
"8398",65.29
"8399",64.86
"8400",65.48
"8401",65.77
"8402",66.48
"8403",66.53
"8404",66.81
"8405",66.69
"8406",67.16
"8407",67.39
"8408",66.66
"8409",67.31
"8410",68.01
"8411",68.17
"8412",68.56
"8413",68.87
"8414",68.63
"8415",68.97
"8416",68.96
"8417",69.68
"8418",70.04
"8419",69.7
"8420",70.41
"8421",70.39
"8422",70.51
"8423",69.84
"8424",69.67
"8425",69.62
"8426",70.1
"8427",69.58
"8428",69.88
"8429",68.94
"8430",69.3
"8431",68.91
"8432",67.97
"8433",68.59
"8434",69.43
"8435",69.45
"8436",68.73
"8437",68.16
"8438",69.2
"8439",68.8
"8440",69.3
"8441",69.86
"8442",68.9
"8443",67.17
"8444",67.31
"8445",66.5
"8446",67.16
"8447",67.78
"8448",68.31
"8449",68.06
"8450",68.51
"8451",68.49
"8452",68.54
"8453",69.25
"8454",69.61
"8455",70.14
"8456",70.17
"8457",71.12
"8458",71.34
"8459",71.48
"8460",71.2
"8461",71.42
"8462",71.82
"8463",71.9
"8464",72.07
"8465",71.96
"8466",71.65
"8467",71.92
"8468",71.94
"8469",71.67
"8470",71.74
"8471",71.76
"8472",72.71
"8473",72.8
"8474",72.74
"8475",72.27
"8476",71.98
"8477",72.29
"8478",72.09
"8479",72.06
"8480",72.19
"8481",71.85
"8482",70.8
"8483",70.57
"8484",70.12
"8485",70.5
"8486",70.09
"8487",70.73
"8488",71.03
"8489",70.79
"8490",69.61
"8491",69.81
"8492",70.02
"8493",69.69
"8494",69.97
"8495",70.55
"8496",70.65
"8497",70.7
"8498",71.47
"8499",72.01
"8500",72.21
"8501",71.97
"8502",72.18
"8503",72.54
"8504",72.9
"8505",73.76
"8506",73.65
"8507",73.13
"8508",72.82
"8509",72.69
"8510",72.54
"8511",72.84
"8512",72.56
"8513",72.17
"8514",72.82
"8515",72.76
"8516",72.1
"8517",72.61
"8518",71.98
"8519",71.05
"8520",71.03
"8521",72.61
"8522",73.11
"8523",73.42
"8524",72.89
"8525",73.89
"8526",74.42
"8527",74.93
"8528",74.92
"8529",75.32
"8530",74.97
"8531",75.24
"8532",75.53
"8533",75.6
"8534",75.99
"8535",75.55
"8536",75.28
"8537",75.47
"8538",75.8
"8539",75.58
"8540",75.84
"8541",74.78
"8542",75.8
"8543",75.87
"8544",75.72
"8545",76.39
"8546",76.73
"8547",77.05
"8548",76.69
"8549",76.49
"8550",76.23
"8551",76.93
"8552",77.29
"8553",77.19
"8554",77.28
"8555",77.51
"8556",77.46
"8557",77.22
"8558",76.98
"8559",76.92
"8560",76.64
"8561",77.44
"8562",77.57
"8563",77.3
"8564",76.38
"8565",76.18
"8566",76.22
"8567",76.72
"8568",76.53
"8569",77.73
"8570",77.63
"8571",78.11
"8572",78.57
"8573",78.83
"8574",79.16
"8575",79.14
"8576",79.14
"8577",79.46
"8578",78.76
"8579",78.79
"8580",78.56
"8581",79.07
"8582",79.09
"8583",79.12
"8584",79.35
"8585",78.37
"8586",79.23
"8587",79.65
"8588",79.59
"8589",79.28
"8590",79.53
"8591",79.64
"8592",78.97
"8593",77.29
"8594",76.82
"8595",77.34
"8596",76.55
"8597",77.44
"8598",76.96
"8599",75.1
"8600",75.69
"8601",75.52
"8602",76.48
"8603",77.45
"8604",77.59
"8605",78.43
"8606",78.5
"8607",79.03
"8608",79.38
"8609",79.57
"8610",79.04
"8611",79.57
"8612",79.47
"8613",79.97
"8614",79.88
"8615",79.95
"8616",80.35
"8617",80.52
"8618",79.95
"8619",81.24
"8620",81.23
"8621",81.38
"8622",81.41
"8623",81.33
"8624",80.87
"8625",80.96
"8626",80.03
"8627",79.9
"8628",80.6
"8629",81.23
"8630",80.73
"8631",81.17
"8632",80.95
"8633",80.49
"8634",80.78
"8635",80.1
"8636",79.98
"8637",80.33
"8638",81.08
"8639",81.73
"8640",81.97
"8641",81.78
"8642",80.67
"8643",79.74
"8644",80.11
"8645",81.01
"8646",79.27
"8647",78.47
"8648",79.03
"8649",79.53
"8650",80.4
"8651",80.55
"8652",80.85
"8653",81.27
"8654",81.05
"8655",81.15
"8656",80.39
"8657",80.56
"8658",80.94
"8659",81.22
"8660",81.25
"8661",81.19
"8662",81.31
"8663",80.54
"8664",80.98
"8665",80.8
"8666",80.97
"8667",81.86
"8668",81.83
"8669",81.39
"8670",80.67
"8671",80.98
"8672",81.35
"8673",80.76
"8674",81.38
"8675",81.63
"8676",82.02
"8677",82.57
"8678",82.47
"8679",82.91
"8680",83
"8681",83.06
"8682",83.02
"8683",83.22
"8684",83.86
"8685",84.29
"8686",84.43
"8687",84.38
"8688",84.08
"8689",83.51
"8690",83.77
"8691",83.83
"8692",84.09
"8693",84.71
"8694",84.82
"8695",85
"8696",84.98
"8697",84.4
"8698",84.84
"8699",84.76
"8700",84.99
"8701",85.03
"8702",85.62
"8703",85.6
"8704",86.06
"8705",85.6
"8706",84.97
"8707",85.35
"8708",84.97
"8709",85.07
"8710",85.48
"8711",85.27
"8712",85.59
"8713",84.58
"8714",85.48
"8715",85.27
"8716",85.71
"8717",85.87
"8718",85.9
"8719",85.46
"8720",85.44
"8721",85.09
"8722",85.15
"8723",83.45
"8724",83.21
"8725",83.81
"8726",83.07
"8727",83.1
"8728",82.68
"8729",83.6
"8730",83.9
"8731",83.72
"8732",84.32
"8733",84.66
"8734",84.65
"8735",85.43
"8736",85.84
"8737",86.03
"8738",86.27
"8739",86.13
"8740",86.54
"8741",86.68
"8742",86.68
"8743",86.52
"8744",86.85
"8745",86.87
"8746",86.76
"8747",86.61
"8748",87.03
"8749",86.82
"8750",86.21
"8751",86.51
"8752",86.67
"8753",86.11
"8754",85.92
"8755",86.54
"8756",86.66
"8757",87.06
"8758",86.92
"8759",86.11
"8760",85.6
"8761",86.25
"8762",84.88
"8763",85.62
"8764",85.42
"8765",85.09
"8766",83.95
"8767",84.03
"8768",84.93
"8769",84.75
"8770",83.46
"8771",84.89
"8772",83.11
"8773",82.12
"8774",80.85
"8775",81.08
"8776",80.59
"8777",80.75
"8778",81.68
"8779",82.45
"8780",84.07
"8781",83.4
"8782",84.46
"8783",85.01
"8784",84.89
"8785",86
"8786",85.87
"8787",86.39
"8788",87.44
"8789",87.44
"8790",87.17
"8791",87.62
"8792",88
"8793",88.06
"8794",88.35
"8795",88.4
"8796",88.42
"8797",88.39
"8798",88.42
"8799",88.41
"8800",88.89
"8801",88.7
"8802",88.96
"8803",89.4
"8804",89.73
"8805",89.65
"8806",89.93
"8807",89.61
"8808",88.88
"8809",89.45
"8810",89.87
"8811",89.74
"8812",89.93
"8813",89.24
"8814",89.33
"8815",87.83
"8816",88.26
"8817",86.88
"8818",86.28
"8819",85.61
"8820",87.42
"8821",89.44
"8822",89.83
"8823",90.2
"8824",90.38
"8825",90.41
"8826",90.74
"8827",90.87
"8828",90.46
"8829",89.56
"8830",89.53
"8831",87.95
"8832",87.12
"8833",88.16
"8834",89.71
"8835",88.96
"8836",88.29
"8837",88.13
"8838",87.64
"8839",86.78
"8840",87.95
"8841",88.03
"8842",88.42
"8843",89.82
"8844",89.37
"8845",89.74
"8846",88.64
"8847",87.43
"8848",88.27
"8849",87.08
"8850",88.14
"8851",89.44
"8852",89.12
"8853",90.09
"8854",89.81
"8855",89.41
"8856",90.31
"8857",90.33
"8858",91.24
"8859",91.63
"8860",91.76
"8861",91.8
"8862",91.71
"8863",92.29
"8864",92.25
"8865",92.47
"8866",92.46
"8867",92.33
"8868",92.04
"8869",92.62
"8870",92.21
"8871",91.82
"8872",91.94
"8873",90.68
"8874",91.04
"8875",89.58
"8876",89.53
"8877",90.68
"8878",90.17
"8879",91.29
"8880",91.08
"8881",92.14
"8882",91.77
